customClient,Ink Name,C,M,Y,K,R,G,B,InGamut,DeltaE,Lin,ain,bin,Lout,aout,bout
G77C-14474,2048,0,85,0,65,14,0,0,1,0.299,41.47,42.79,0.4,41.79,42.56,0.36
G77C-14474,2049,0,87,0,74,29,0,0,1,0.13,35.29,40.42,3.93,35.16,40.53,4.05
G77C-14474,2050,0,21,0,5,0,0,0,1,0.224,92.14,9,-2.08,92.38,9.08,-1.90
G77C-14474,2051,0,29,0,23,0,0,0,1,0.349,84.52,10.86,-1.8,84.41,10.8,-2.25
G77C-14474,2052,0,36,0,32,0,0,5,1,0.286,73.27,18.31,-4.43,72.92,18.46,-4.52
G77C-14474,2053,0,49,0,45,0,0,10,1,0.055,62.37,24.2,-6.12,62.39,24.09,-6.10
G77C-14474,2054,0,50,0,57,0,0,15,1,0.308,55.53,23.04,-6.32,55.81,22.77,-6.14
G77C-14474,2055,0,61,0,64,0,0,21,1,0.188,48.87,25.41,-6.41,49.05,25.46,-6.45
G77C-14474,2056,0,70,0,71,0,0,27,1,0.24,40.56,28.28,-6.32,40.81,28.32,-6.17
G77C-14474,2057,0,49,0,19,0,0,16,1,0.082,70.91,28.23,-8.26,70.9,28.13,-8.13
G77C-14474,2058,0,44,0,34,0,0,26,1,0.082,64.95,24.6,-10.06,64.89,24.56,-9.96
G77C-14474,2059,0,52,0,38,0,0,17,1,0.101,62.23,28.84,-8.53,62.28,28.72,-8.39
G77C-14474,2060,0,68,0,12,0,0,37,1,0.161,61.02,44.17,-14.08,61.15,43.83,-14.07
G77C-14474,2061,0,76,0,38,0,0,32,1,0.133,51.18,44.16,-10.68,51.11,44.42,-10.59
G77C-14474,2062,0,83,0,20,0,0,48,1,0.197,50.06,52.41,-14.68,49.9,52.06,-14.69
G77C-14474,2063,0,89,0,29,0,0,55,1,0.161,43.64,54.69,-13.94,43.79,54.46,-13.80
G77C-14474,2064,0,41,0,0,0,0,35,0,1.65,77.32,29.86,-14.66,75.52,27.66,-13.52
G77C-14474,2065,0,30,0,0,0,0,41,0,2.491,78.83,26.43,-17.34,75.78,24.31,-15.47
G77C-14474,2066,0,47,0,0,0,0,52,0,3.689,71.03,35.22,-23.48,66.84,33.63,-19.90
G77C-14474,2067,0,56,0,0,0,0,70,0,4.166,60.42,45.62,-30.38,56.06,42.29,-27.33
G77C-14474,2068,0,61,0,0,0,0,81,0,4.611,52.67,51.76,-34.54,48.22,47.78,-33.21
G77C-14474,2069,0,69,0,0,0,0,87,0,3.434,46.41,55.62,-36.63,42.95,51.98,-35.58
G77C-14474,2070,0,78,0,0,0,0,91,0,0.698,38.13,57.48,-37.96,37.51,55.87,-37.00
G77C-14474,2071,3,0,0,3,0,0,49,1,0.462,78.76,13.19,-18.75,79.12,12.7,-18.26
G77C-14474,2072,0,0,0,6,0,0,67,1,0.568,70.1,20.74,-25.86,70.07,19.94,-25.89
G77C-14474,2073,9,0,0,5,0,0,67,1,0.126,69.01,18.3,-27.52,69.06,18.13,-27.47
G77C-14474,2074,5,0,0,16,0,0,82,1,0.251,54.6,29.79,-37.35,54.53,29.37,-37.31
G77C-14474,2075,24,0,0,16,0,0,83,1,0.147,52.08,26.89,-40.43,52.19,26.74,-40.14
G77C-14474,2076,12,0,0,21,0,0,85,1,1.6,48.45,32.53,-41.57,49.79,30.64,-39.63
G77C-14474,2077,24,0,0,35,0,0,90,1,0.176,38.67,35.59,-46.39,38.73,35.87,-46.37
G77C-14474,2078,0,11,0,34,0,0,35,1,0.121,70.85,12.49,-11.28,70.99,12.57,-11.31
G77C-14474,2079,0,14,0,47,0,0,48,1,0.074,59.23,16.49,-15.26,59.28,16.47,-15.17
G77C-14474,2080,0,14,0,35,0,0,65,1,0.099,56.43,22.83,-24.05,56.36,22.7,-23.91
G77C-14474,2081,0,14,0,45,0,0,73,1,0.142,48.56,26.04,-27.23,48.62,25.78,-27.12
G77C-14474,2082,0,14,0,52,0,0,78,1,0.104,42.51,27.91,-29.18,42.47,28.12,-29.28
G77C-14474,2083,3,0,0,0,0,0,88,1,0.354,52.5,38.31,-46.43,52.23,38.07,-45.74
G77C-14474,2084,0,5,0,9,0,0,94,1,0.397,40.38,48.24,-53.15,40.76,48.24,-52.62
G77C-14474,2085,0,3,0,2,0,0,25,1,0.332,88.03,8.66,-9.52,88.33,8.46,-9.17
G77C-14474,2086,18,0,0,11,0,0,69,1,0.736,64.6,17.59,-29.97,63.87,18.05,-31.01
G77C-14474,2087,20,0,0,0,0,0,76,0,1.616,60.8,25.28,-40.66,59.13,25.59,-39.37
G77C-14474,2088,29,0,0,0,0,0,88,1,1.031,49.82,32.61,-50.52,48.94,33.09,-49.77
G77C-14474,2089,42,0,0,8,0,0,92,1,1.225,42.71,37.23,-56.28,41.59,37.61,-54.88
G77C-14474,2090,49,0,0,4,0,0,94,1,0.508,37.58,40.48,-60,38,40.96,-59.70
G77C-14474,2091,70,26,0,0,0,0,100,1,1.263,26.36,46.77,-65.92,28.01,46.24,-65.85
G77C-14474,2092,13,0,0,12,0,0,48,1,0.112,75.68,9.77,-19.25,75.62,9.66,-19.11
G77C-14474,2093,11,0,0,31,0,0,50,1,0.161,68.26,10.17,-18.46,68.3,10.1,-18.17
G77C-14474,2094,14,0,0,42,0,0,60,1,0.132,58.52,12.59,-22.21,58.38,12.56,-22.25
G77C-14474,2095,38,0,0,27,0,0,80,1,0.358,49.78,21.02,-38.31,50.14,20.95,-38.38
G77C-14474,2096,45,0,0,38,0,0,83,1,0.166,41.18,24.63,-43.02,41.33,24.46,-42.80
G77C-14474,2097,57,0,0,4,0,0,92,1,0.541,39.85,34.56,-59.61,39.76,34.76,-58.30
G77C-14474,2098,72,0,0,11,0,0,98,1,0.437,29.39,41.11,-66.16,29.72,41.75,-66.24
G77C-14474,2099,9,0,0,21,0,0,49,1,0.266,72.09,10.57,-18.04,72.34,10.36,-17.93
G77C-14474,2100,21,0,0,16,0,0,63,1,0.173,65.46,14.26,-27.67,65.58,14.08,-27.45
G77C-14474,2101,37,0,0,0,0,0,78,0,1.357,56.86,23.56,-45.29,55.49,23.1,-43.62
G77C-14474,2102,56,0,0,24,0,0,84,1,0.169,44.35,22.1,-46.56,44.48,21.98,-46.14
G77C-14474,2103,63,0,0,30,0,0,86,1,0.554,38.7,24.98,-49.55,39.31,24.7,-49.18
G77C-14474,2104,70,0,0,41,0,0,90,1,0.135,31.34,27.95,-52.47,31.18,28.06,-52.64
G77C-14474,2105,70,0,0,63,0,0,96,1,0.195,22.26,29.48,-49,22.49,29.67,-49.09
G77C-14474,2106,20,0,0,27,0,0,24,1,0.186,77.23,0.75,-12.56,77.26,0.64,-12.39
G77C-14474,2107,32,0,0,39,0,0,38,1,0.064,66.19,1.32,-18.31,66.23,1.3,-18.23
G77C-14474,2108,38,0,0,49,0,0,50,1,0.108,56.23,3.6,-22.88,56.18,3.61,-23.10
G77C-14474,2109,43,0,0,56,0,0,60,1,0.154,48.94,5.93,-25.58,49.04,5.86,-25.36
G77C-14474,2110,51,0,0,62,0,0,67,1,0.77,44,6.42,-27,44.29,5.75,-26.56
G77C-14474,2111,64,0,0,70,0,0,70,1,0.258,35.86,6.81,-29.15,36.14,6.68,-29.17
G77C-14474,2112,62,0,0,79,0,0,92,1,0.154,19.74,22.21,-37.58,19.55,22.29,-37.49
G77C-14474,2113,38,0,0,0,0,0,43,1,0.918,75.38,3.2,-26.94,74.93,2.65,-25.80
G77C-14474,2114,49,0,0,17,0,0,60,1,0.189,62.33,5.95,-31.96,62.35,5.78,-31.77
G77C-14474,2115,57,0,0,22,0,0,69,1,0.262,54.62,8.64,-37.32,54.63,8.96,-37.22
G77C-14474,2116,63,0,0,29,0,0,76,1,0.031,47.95,11.61,-41.45,47.93,11.63,-41.39
G77C-14474,2117,75,0,0,42,0,0,81,1,0.021,36.07,16.75,-47.32,36.09,16.74,-47.34
G77C-14474,2118,80,0,0,68,0,0,84,1,0.366,26.76,15.27,-40.42,27.24,15.33,-40.18
G77C-14474,2119,81,0,0,79,0,0,81,1,0.077,22.48,12.36,-34.25,22.42,12.31,-34.40
G77C-14474,2120,29,0,0,0,0,0,21,1,0.478,84.67,-1.51,-16.39,84.9,-1.89,-16.23
G77C-14474,2121,52,0,0,12,0,0,36,1,0.21,72.27,-4.29,-26.05,72.08,-4.32,-25.78
G77C-14474,2122,46,0,0,0,0,0,42,1,1.124,74.11,0.62,-29.29,73.39,0.03,-27.95
G77C-14474,2123,58,0,0,0,0,0,57,0,1.741,64.01,3.87,-41.01,62.24,3.41,-39.04
G77C-14474,2124,62,0,0,0,0,0,72,0,2.084,56.23,12.02,-48.15,54.09,11.68,-46.39
G77C-14474,2125,76,0,0,1,0,0,83,0,1.351,46.53,17.19,-56.83,45.32,16.42,-54.65
G77C-14474,2126,90,0,0,2,0,0,93,1,0.343,32.21,27.43,-67.27,32.6,27.4,-66.60
G77C-14474,2127,32,0,0,13,0,0,14,1,0.34,83.63,-4.52,-13.43,83.78,-4.76,-13.17
G77C-14474,2128,50,0,0,0,0,0,32,1,0.435,76.01,-4.22,-26.72,75.88,-4.55,-26.27
G77C-14474,2129,70,0,0,0,0,0,58,0,1.707,60.43,-0.65,-45.61,58.58,-0.04,-43.39
G77C-14474,2130,75,0,0,0,0,0,72,0,2.1,52.74,7.85,-52.31,50.69,7.57,-50.54
G77C-14474,2131,87,0,0,3,0,0,83,1,0.566,42.02,12.11,-58.05,42.45,11.62,-57.58
G77C-14474,2132,94,0,0,0,0,0,84,0,1.541,39.87,11.07,-64.82,38.26,10.48,-63.08
G77C-14474,2133,88,0,0,36,0,0,75,1,0.449,38.49,2.6,-49.4,38.64,2.12,-49.02
G77C-14474,2134,45,0,0,19,0,0,39,1,0.093,70.35,-0.89,-23.61,70.44,-0.87,-23.46
G77C-14474,2135,58,0,0,26,0,0,53,1,0.132,60.31,0.36,-30.67,60.38,0.23,-30.63
G77C-14474,2136,43,0,0,40,0,0,38,1,0.075,63.59,-1.17,-21.04,63.53,-1.12,-21.07
G77C-14474,2137,49,0,0,49,0,0,47,1,0.098,55.59,0.19,-24.71,55.54,0.12,-24.94
G77C-14474,2138,50,0,0,66,0,0,38,1,0.522,51.11,-2.97,-17.65,51.6,-3.05,-17.42
G77C-14474,2139,67,0,0,60,0,0,55,1,0.188,45.64,-1.79,-28.21,45.79,-1.75,-27.90
G77C-14474,2140,74,0,0,69,0,0,67,1,0.856,36.57,0.8,-30.72,37.06,0.02,-30.35
G77C-14474,2141,58,0,0,0,0,0,16,1,0.248,77.52,-11.92,-26.67,77.48,-11.99,-26.22
G77C-14474,2142,61,0,0,0,0,0,36,1,0.777,71.73,-7.21,-32.84,71.02,-7.5,-31.93
G77C-14474,2143,82,0,0,9,0,0,56,1,0.148,56.12,-7.89,-44.28,55.98,-8,-44.25
G77C-14474,2144,93,0,0,16,0,0,70,1,0.12,43.51,-3.79,-53.75,43.55,-3.93,-53.63
G77C-14474,2145,100,0,0,26,0,0,81,1,0.282,33.87,3.14,-58.7,33.96,2.73,-58.65
G77C-14474,2146,100,0,0,26,0,59,91,1,0.242,24.69,12.09,-57.41,25,12.16,-57.73
G77C-14474,2147,100,0,0,55,0,49,94,1,0.101,19.07,15.88,-51.69,18.93,15.9,-51.79
G77C-14474,2148,66,0,0,45,0,0,26,1,0.398,60.19,-10.83,-24.22,60.59,-10.52,-24.02
G77C-14474,2149,72,0,0,52,0,0,30,1,0.192,54,-11.59,-26.75,54.01,-11.69,-26.43
G77C-14474,2150,77,0,0,56,0,0,38,1,0.129,48.11,-11.78,-29.43,48.23,-11.82,-29.34
G77C-14474,2151,82,0,0,48,0,0,53,1,0.298,44.73,-8.36,-37.6,44.46,-8.42,-37.99
G77C-14474,2152,84,0,0,64,0,0,43,1,0.128,41.63,-12.12,-31.22,41.52,-12.25,-31.22
G77C-14474,2153,89,0,0,72,0,0,47,1,0.107,35,-12.2,-31.01,35.06,-12.33,-30.93
G77C-14474,2154,96,0,0,66,0,0,70,1,0.318,29.3,-4.08,-41.34,29.6,-4.56,-41.62
G77C-14474,2155,38,0,0,32,0,0,10,1,0.295,75.51,-6.42,-13.71,75.38,-6.72,-13.72
G77C-14474,2156,44,0,0,38,0,0,18,1,0.123,69.5,-6.62,-17.17,69.43,-6.74,-17.13
G77C-14474,2157,54,0,0,47,0,0,27,1,0.135,62.23,-6.8,-20.7,62.13,-6.89,-20.60
G77C-14474,2158,64,0,0,54,0,0,33,1,0.202,54.79,-7.74,-23.8,54.88,-7.95,-23.67
G77C-14474,2159,68,0,0,58,0,0,40,1,0.213,49.97,-7.61,-25.78,50.15,-7.4,-25.57
G77C-14474,2160,74,0,0,63,0,0,47,1,0.065,44.55,-7.2,-27.63,44.5,-7.29,-27.65
G77C-14474,2161,80,0,0,70,0,0,54,1,0.04,36.86,-6.32,-29.42,36.91,-6.29,-29.40
G77C-14474,2162,20,0,0,51,0,0,11,1,0.119,70.6,-2.45,-7.55,70.57,-2.38,-7.65
G77C-14474,2163,40,0,0,54,0,0,12,1,0.175,65.69,-6.32,-12.25,65.56,-6.25,-12.04
G77C-14474,2164,42,0,0,57,0,0,16,1,0.121,62.48,-6.06,-13.21,62.37,-6.05,-13.09
G77C-14474,2165,51,0,0,64,0,0,24,1,0.172,54.89,-6.52,-15.46,55.07,-6.52,-15.49
G77C-14474,2166,58,0,0,70,0,0,30,1,0.212,48.78,-6.55,-17.14,48.99,-6.56,-17.14
G77C-14474,2167,60,0,0,72,0,0,32,1,0.14,46.33,-6.69,-17.84,46.23,-6.81,-17.81
G77C-14474,2168,74,0,0,87,0,0,17,1,0.227,30.91,-10.73,-15.44,30.93,-10.93,-15.25
G77C-14474,2169,58,0,0,21,0,0,14,1,0.227,72.13,-11.93,-22.68,71.86,-11.75,-22.58
G77C-14474,2170,70,0,0,29,0,0,26,1,0.238,63.63,-13.33,-28.92,63.5,-13.72,-28.90
G77C-14474,2171,80,0,0,0,0,0,38,1,0.781,64.8,-14.27,-41.7,64.23,-14.39,-40.31
G77C-14474,2172,89,0,0,0,0,0,63,0,1.436,51.67,-4.8,-54.39,50.4,-5.01,-52.62
G77C-14474,2173,91,0,0,0,0,0,53,0,1.486,54.19,-11.77,-52.71,52.81,-12.22,-51.36
G77C-14474,2174,95,0,0,0,0,0,61,0,1.345,48.67,-9.27,-57.74,47.42,-9.32,-56.18
G77C-14474,2175,100,0,0,0,0,0,67,1,0.448,43.26,-8.95,-61.98,43.15,-8.73,-60.36
G77C-14474,2176,23,0,0,42,0,7,0,1,0.142,76.67,-7.13,-5.9,76.58,-7.22,-6.03
G77C-14474,2177,42,0,0,54,0,10,0,1,0.186,66.22,-11.34,-10.15,66.16,-11.51,-10.04
G77C-14474,2178,47,0,0,62,0,9,0,1,0.214,59.41,-12.13,-11.28,59.24,-12.26,-11.15
G77C-14474,2179,58,0,0,71,0,5,0,1,0.376,50.93,-13.08,-13.17,50.88,-13.41,-12.84
G77C-14474,2180,65,0,0,76,0,0,1,1,1.222,44.84,-14.1,-14.8,46.09,-13.75,-14.48
G77C-14474,2181,71,0,0,83,0,0,4,1,1.042,37.47,-14.46,-15.58,38.68,-14.64,-15.70
G77C-14474,2182,80,0,0,87,0,0,8,1,0.178,30.14,-14.11,-15.91,30.33,-14.25,-15.93
G77C-14474,2183,85,0,0,36,0,0,8,1,0.109,57.72,-25.97,-33.6,57.8,-25.98,-33.40
G77C-14474,2184,95,0,0,0,0,0,50,1,1.151,53.1,-16.1,-54.31,52.12,-16.31,-52.73
G77C-14474,2185,94,0,0,50,0,0,23,1,0.121,46.1,-25.44,-37.78,46.17,-25.5,-38.05
G77C-14474,2186,100,0,0,34,0,80,80,1,0.597,29.32,-9.43,-45.71,29.41,-8.59,-46.20
G77C-14474,2187,100,0,0,64,0,56,65,1,0.211,28.07,-11.93,-37.46,28.14,-12.34,-37.48
G77C-14474,2188,99,0,0,80,0,0,52,1,0.054,26.29,-12.19,-31.82,26.28,-12.3,-31.89
G77C-14474,2189,94,0,0,90,0,0,38,1,0.146,20.3,-9.91,-19.02,20.13,-9.99,-18.96
G77C-14474,2190,76,0,0,0,0,0,10,1,0.194,72.64,-21.79,-33.61,72.68,-22.01,-33.31
G77C-14474,2191,87,0,0,0,0,0,26,1,0.89,64.55,-22.59,-43.41,63.63,-22.84,-42.39
G77C-14474,2192,97,0,0,0,0,0,34,1,1.225,56.43,-26.03,-52.54,55.26,-26.63,-51.37
G77C-14474,2193,94,0,0,0,0,0,39,1,1.207,57.1,-22.11,-51.55,55.97,-22.3,-49.98
G77C-14474,2194,99,0,0,0,0,0,42,1,1.189,52.52,-23.99,-56.19,51.45,-24.18,-54.72
G77C-14474,2195,99,0,0,0,0,0,58,0,1.612,47.95,-13.43,-59.57,46.47,-13.81,-57.90
G77C-14474,2196,100,0,0,0,0,67,70,1,0.289,41.39,-19.18,-52.53,41.52,-18.48,-51.79
G77C-14474,2197,56,0,0,0,0,37,0,0,1.937,81.94,-28.15,-19.73,79.32,-27.61,-18.30
G77C-14474,2198,70,0,0,0,0,35,0,0,1.956,77.67,-33.39,-24.66,75.19,-31.43,-24.35
G77C-14474,2199,83,0,0,0,0,45,0,0,1.922,70.71,-40.78,-31.67,68.34,-40.55,-30.35
G77C-14474,2200,80,0,0,21,0,32,0,1,0.335,65.44,-32.45,-27.39,65.76,-32.3,-26.92
G77C-14474,2201,91,0,0,0,0,43,0,1,0.935,65.18,-44.49,-36.97,64.11,-44.11,-36.11
G77C-14474,2202,97,0,0,3,0,0,0,1,0.101,62.15,-39.63,-46.54,62.04,-39.68,-46.53
G77C-14474,2203,94,0,0,42,0,26,0,1,0.063,51.36,-36.96,-34.76,51.36,-36.94,-34.60
G77C-14474,2204,29,0,0,20,0,14,0,1,0.214,83.68,-10.82,-8.32,83.93,-10.73,-8.13
G77C-14474,2205,48,0,0,38,0,3,0,1,0.745,72.91,-12.95,-14.15,73.49,-12.19,-13.53
G77C-14474,2206,56,0,0,49,0,0,7,1,0.428,65.74,-11.5,-16.28,66.25,-11.48,-16.08
G77C-14474,2207,64,0,0,50,0,0,3,1,0.498,62.86,-15.3,-18.72,63.43,-15.08,-18.60
G77C-14474,2208,68,0,0,58,0,0,12,1,0.216,56.42,-14.2,-20.38,56.6,-13.99,-20.21
G77C-14474,2209,71,0,0,60,0,0,9,1,0.062,54.6,-16.05,-21.41,54.64,-16,-21.31
G77C-14474,2210,85,0,0,78,0,0,44,1,0.151,32.37,-11.03,-26.95,32.42,-11.19,-26.78
G77C-14474,2211,41,0,0,56,0,24,0,1,0.045,63.47,-14.86,-9.85,63.43,-14.88,-9.82
G77C-14474,2212,54,0,0,66,0,25,0,1,0.298,54.28,-16.92,-12.58,54.49,-17.23,-12.54
G77C-14474,2213,58,0,0,74,0,43,0,1,0.037,45.48,-20.97,-11.23,45.5,-21.03,-11.24
G77C-14474,2214,65,0,0,75,0,28,0,1,0.209,44.66,-19.17,-13.53,44.74,-18.89,-13.61
G77C-14474,2215,69,0,0,85,0,0,7,1,0.447,35.59,-12.34,-13.99,36.08,-12.56,-14.21
G77C-14474,2216,65,0,0,88,0,0,4,1,0.117,32.13,-10.66,-11.04,32.26,-10.59,-11.02
G77C-14474,2217,81,0,0,92,0,47,0,1,0.238,22.22,-16.07,-10,21.97,-16.1,-10.24
G77C-14474,2218,49,0,0,34,0,32,0,1,0.143,70.49,-20.44,-13.9,70.52,-20.25,-13.70
G77C-14474,2219,58,0,0,41,0,31,0,1,0.06,65.37,-22.37,-15.97,65.44,-22.33,-15.97
G77C-14474,2220,66,0,0,50,0,30,0,1,0.424,60.05,-23.66,-17.87,60.53,-23.59,-17.76
G77C-14474,2221,71,0,0,55,0,34,0,1,0.019,55.51,-25.86,-19.31,55.52,-25.84,-19.31
G77C-14474,2222,75,0,0,60,0,28,0,1,0.179,51.66,-25.14,-20.66,51.48,-25.14,-20.65
G77C-14474,2223,80,0,0,65,0,26,0,1,0.173,47.24,-25.53,-22.04,47.15,-25.84,-22.04
G77C-14474,2224,87,0,0,72,0,13,0,1,0.073,41.03,-24.91,-23.49,41.04,-24.95,-23.37
G77C-14474,2225,47,0,0,0,0,47,0,0,1.618,82.88,-29.87,-15.42,80.83,-28.65,-14.03
G77C-14474,2226,61,0,0,0,0,55,0,0,1.952,77.37,-38.04,-20.14,74.78,-37,-19.07
G77C-14474,2227,52,0,0,13,0,49,0,1,0.042,74.07,-31.15,-15.79,74.02,-31.2,-15.80
G77C-14474,2228,92,0,0,0,0,74,0,1,0.134,60.4,-56.21,-30.65,60.51,-56.09,-30.41
G77C-14474,2229,96,0,0,5,0,76,0,1,0.073,56.68,-57.39,-32.31,56.68,-57.29,-32.11
G77C-14474,2230,86,0,0,40,0,61,0,1,0.172,52.86,-41.79,-25.24,52.97,-41.4,-25.14
G77C-14474,2231,93,0,0,51,0,62,0,1,0.219,46.1,-41.8,-26.89,46.31,-41.57,-26.80
G77C-14474,2232,35,0,0,38,0,46,0,1,0.16,70.21,-22.69,-8.98,70.03,-22.77,-9.08
G77C-14474,2233,49,0,0,39,0,48,0,1,0.086,66.17,-26.3,-12.59,66.16,-26.14,-12.49
G77C-14474,2234,49,0,0,45,0,53,0,1,0.057,63.09,-27.09,-11.58,63.06,-27.16,-11.54
G77C-14474,2235,63,0,0,49,0,57,0,1,0.517,57.71,-30.86,-14.88,58.25,-30.49,-14.74
G77C-14474,2236,60,0,0,52,0,60,0,1,0.136,57.08,-30.44,-13.65,57.22,-30.39,-13.56
G77C-14474,2237,64,0,0,58,0,61,0,1,0.026,52.46,-31.91,-14.24,52.48,-31.95,-14.27
G77C-14474,2238,82,0,0,71,0,65,0,1,0.215,39.96,-34.34,-17.98,39.72,-34.33,-18.07
G77C-14474,2239,0,0,0,0,0,88,0,1,0.202,76.29,-57.12,-1.82,76.14,-56.52,-1.84
G77C-14474,2240,0,0,3,7,0,98,0,1,0.086,69.4,-70.97,-0.48,69.49,-71.08,-0.59
G77C-14474,2241,0,0,7,49,0,69,0,1,0.261,63.76,-30.21,1.08,64.05,-30.24,0.95
G77C-14474,2242,0,0,32,34,0,99,0,1,0.237,59.25,-65.24,8.85,59.5,-65.38,8.71
G77C-14474,2243,0,0,14,53,0,88,0,1,0.088,56.12,-47.36,2.79,56.03,-47.47,2.78
G77C-14474,2244,0,0,9,67,0,81,0,1,0.152,49.68,-35.72,1.15,49.82,-35.66,1.07
G77C-14474,2245,88,0,76,30,0,100,0,1,0.125,47.55,-73.56,11.78,47.62,-73.57,12.01
G77C-14474,2246,0,0,20,11,0,45,0,1,0.139,84.59,-21.55,8.79,84.67,-21.71,8.67
G77C-14474,2247,0,0,33,20,0,65,0,1,0.202,75.26,-33.6,12.67,74.99,-33.6,12.74
G77C-14474,2248,0,0,36,29,0,65,0,1,0.193,71.77,-33.61,13.45,71.99,-33.49,13.55
G77C-14474,2249,0,0,41,39,0,72,0,1,0.094,66.37,-37,15.05,66.4,-36.93,14.88
G77C-14474,2250,0,0,53,20,0,89,0,1,0.108,66.2,-58.66,20.63,66.24,-58.55,20.84
G77C-14474,2251,0,0,51,24,0,94,0,1,0.15,63.29,-62.49,18.42,63.13,-62.73,18.41
G77C-14474,2252,60,0,87,0,0,100,0,1,0.059,59.58,-81,32.84,59.53,-80.99,32.71
G77C-14474,2253,0,0,25,0,0,44,0,0,1.625,92.02,-22.23,11.44,89.51,-21.52,11.63
G77C-14474,2254,0,0,36,0,0,49,0,1,0.063,87.71,-25.32,16.89,87.63,-25.3,16.95
G77C-14474,2255,0,0,49,2,0,65,0,1,0.058,81.14,-36.8,23.32,81.1,-36.93,23.40
G77C-14474,2256,0,0,65,10,0,78,0,1,0.078,73.38,-48.77,31.41,73.46,-48.74,31.29
G77C-14474,2257,0,0,78,23,0,89,0,1,0.18,64.06,-59.81,36.44,63.87,-59.57,36.50
G77C-14474,2258,0,0,97,58,0,94,0,1,0.161,49.76,-55.02,41.83,49.61,-55.05,41.69
G77C-14474,2259,0,0,94,70,0,91,0,1,0.119,43.18,-45.92,34.8,43.3,-45.85,34.75
G77C-14474,2260,0,0,31,18,0,36,0,1,0.142,84,-16.68,14.78,83.84,-16.77,14.68
G77C-14474,2261,0,0,41,32,0,46,0,1,0.123,75.45,-20.82,18.7,75.48,-20.98,18.61
G77C-14474,2262,0,0,38,45,0,48,0,1,0.059,70.13,-20,15.41,70.16,-20.09,15.48
G77C-14474,2263,0,0,50,58,0,53,0,1,0.081,60.96,-21.51,19.09,60.92,-21.65,19.20
G77C-14474,2264,0,0,61,56,0,62,0,1,0.097,60.08,-26.97,24.63,60.03,-27.14,24.63
G77C-14474,2265,0,0,61,70,0,58,0,1,0.047,51.51,-22.75,21.55,51.52,-22.83,21.54
G77C-14474,2266,0,0,88,86,0,69,0,1,0.387,34.17,-24,24.76,34.43,-24.27,25.47
G77C-14474,2267,0,0,56,0,0,64,0,0,2.897,86.6,-36.6,29.1,82.23,-36.1,28.80
G77C-14474,2268,0,0,69,0,0,76,0,0,3.199,82.16,-47.87,37.19,77.55,-47.47,36.84
G77C-14474,2269,0,0,72,3,0,70,0,1,0.088,78.11,-42.37,40.21,78.02,-42.43,40.38
G77C-14474,2270,0,0,87,0,0,90,0,0,1.9,73.57,-64.41,48.72,71.06,-63.52,48.46
G77C-14474,2271,0,0,94,1,0,95,0,1,0.355,67.9,-72.07,53.53,67.54,-72.46,53.09
G77C-14474,2272,0,0,100,35,12,94,0,1,0.202,57.05,-58.56,52.32,57.25,-58.57,52.56
G77C-14474,2273,0,0,92,72,0,83,0,1,0.064,43.86,-39.24,34.34,43.82,-39.1,34.34
G77C-14474,2274,0,0,38,11,0,20,0,1,0.21,89.36,-11.37,20.7,89.21,-11.61,20.67
G77C-14474,2275,0,0,57,4,0,37,0,1,0.132,87.98,-19.63,34.29,88.05,-19.4,34.26
G77C-14474,2276,0,0,78,45,0,51,0,1,0.109,67.75,-24.12,43.05,67.84,-24.02,42.81
G77C-14474,2277,0,0,99,52,0,75,0,1,0.195,57.87,-39.55,53.27,58.03,-39.94,53.54
G77C-14474,2278,0,0,97,66,0,72,0,1,0.154,50.74,-33.28,45.19,50.89,-33.32,45.13
G77C-14474,2279,0,0,91,70,0,58,0,1,0.109,50.99,-24.12,41.51,51,-24.21,41.31
G77C-14474,2280,0,0,96,80,0,61,0,1,0.141,42.96,-23.95,38.11,42.83,-23.83,38.12
G77C-14474,2281,0,0,61,0,0,29,0,0,1.455,93.58,-16.94,38.74,91.33,-16.16,38.72
G77C-14474,2282,0,0,63,0,0,41,0,0,2.539,91.97,-24.32,38.56,88.57,-21.71,38.73
G77C-14474,2283,0,0,84,0,0,60,0,0,3.272,86.75,-37.26,55.51,82.03,-34.92,55.48
G77C-14474,2284,0,0,68,5,0,46,0,1,0.096,84.44,-24.95,41.08,84.58,-24.98,41.04
G77C-14474,2285,0,0,91,0,0,70,0,0,3.419,83.26,-43.85,62.63,78.3,-43.03,62.14
G77C-14474,2286,0,0,100,0,0,74,0,0,1.477,77.3,-50.3,78.43,76.24,-47.12,72.91
G77C-14474,2287,0,0,100,0,0,82,0,0,0.771,73.71,-57.41,71.63,73.29,-54.93,69.17
G77C-14474,2288,0,0,74,0,0,39,0,1,1.174,90,-23.02,50.08,88.26,-22.32,50.35
G77C-14474,2289,0,0,71,6,0,35,0,1,0.056,86.97,-19.59,45.87,86.95,-19.66,45.80
G77C-14474,2290,0,0,98,0,0,60,0,0,2.623,84.97,-36.94,77.73,81.22,-35.06,77.54
G77C-14474,2291,0,0,100,0,0,54,0,0,2.066,82.76,-36.94,89.76,82.83,-31.38,81.96
G77C-14474,2292,0,0,99,5,0,64,0,1,0.392,78.06,-37.93,73.91,77.55,-38.08,73.49
G77C-14474,2293,0,0,100,0,0,64,0,0,3.397,75.92,-41.94,86.81,79.87,-37.86,77.84
